Analog value,Analog Voltage,NTU
-0.8958647539234278,-0.8958647564205682,1.5095312230420117
0.9965647524716053,0.9965647546127779,-1.3603782231502966
-0.7502932534315022,-0.7502932509852274,1.5095312230420117
-0.556197919442268,-0.5561979170298935,1.5095312230420117
1.1421362529635308,1.1421362501104373,-1.3603782231502966
-0.5076740859449596,-0.5076740885099005,-0.6429008616022196
-0.022435750971874124,-0.022435753621565795,-1.3603782231502966
-1.0414362544153535,-1.041436251918228,1.5095312230420117
-0.16800725146379974,-0.16800724911922577,-0.6429008616022196
2.2096605899043187,2.2096605868647736,-1.3603782231502966
-1.2840554219018963,-1.2840554243312359,1.5095312230420117
-0.16800725146379974,-0.16800724911922577,-1.3603782231502966
-1.2355315884045877,-1.235531585873562,0.7920538614939345
-0.26505491845841683,-0.2650549160968927,0.07457649994585745
-0.3621025854530339,-0.3621025830745596,-0.6429008616022196
1.0936124194662222,1.0936124215904448,-0.6429008616022196
-0.07095958446918266,-0.07095958214155886,0.07457649994585745
-0.16800725146379974,-0.16800724911922577,0.07457649994585745
-0.7017694199341937,-0.7017694224652343,1.5095312230420117
-0.1194834179664912,-0.11948342059923273,-0.6429008616022196
1.1421362529635308,1.1421362501104373,-1.3603782231502966
0.026088082525434417,0.02608808483610808,-1.3603782231502966
2.0155652559150847,2.0155652529094397,0.07457649994585745
1.869993755423159,1.8699937574117802,0.07457649994585745
-1.3811030888965132,-1.3811030913089029,1.5095312230420117
-0.26505491845841683,-0.2650549160968927,0.07457649994585745
-0.3135787519557254,-0.3135787545545666,0.07457649994585745
2.1126129229097015,2.1126129198871064,-1.3603782231502966
-1.187007754907279,-1.187007757353569,1.5095312230420117
-0.26505491845841683,-0.2650549160968927,-0.6429008616022196
0.026088082525434417,0.02608808483610808,-1.3603782231502966
-0.022435750971874124,-0.022435753621565795,-1.3603782231502966
-0.41062641895034246,-0.4106264215322335,0.07457649994585745
1.0450885859689139,1.0450885831327703,0.07457649994585745
-0.16800725146379974,-0.16800724911922577,-0.6429008616022196
-0.3621025854530339,-0.3621025830745596,0.07457649994585745
-0.022435750971874124,-0.022435753621565795,-1.3603782231502966
-1.187007754907279,-1.187007757353569,1.5095312230420117
-0.26505491845841683,-0.2650549160968927,1.5095312230420117
-1.089960087912662,-1.089960090375902,0.7920538614939345
-0.6047217529395766,-0.6047217554875673,1.5095312230420117
-0.16800725146379974,-0.16800724911922577,1.5095312230420117
0.12313574952005149,0.12313575181377556,0.7920538614939345
-1.2840554219018963,-1.2840554243312359,0.7920538614939345
-0.2165310849611083,-0.21653108757689965,-0.6429008616022196
-1.7692937568749816,-1.7692937592195705,0.7920538614939345
1.9185175889204675,1.9185175859317727,-1.3603782231502966
-0.1194834179664912,-0.11948342059923273,1.5095312230420117
-1.3811030888965132,-1.3811030913089029,1.5095312230420117
-1.2840554219018963,-1.2840554243312359,0.7920538614939345
-0.3135787519557254,-0.3135787545545666,-0.6429008616022196
2.064089089412393,2.064089091367114,-0.6429008616022196
-0.6047217529395766,-0.6047217554875673,-0.6429008616022196
-0.26505491845841683,-0.2650549160968927,0.07457649994585745
-0.16800725146379974,-0.16800724911922577,0.7920538614939345
-0.16800725146379974,-0.16800724911922577,-1.3603782231502966
-1.720769923377673,-1.7207699207618967,0.7920538614939345
-0.26505491845841683,-0.2650549160968927,1.5095312230420117
0.12313574952005149,0.12313575181377556,0.7920538614939345
1.967041422417776,1.9670414243894472,-0.6429008616022196
0.07461191602274296,0.07461191335610114,0.7920538614939345
-1.4781507558911302,-1.4781507582865698,0.7920538614939345
